govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,Name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID
,,,,,,,,Tad Boone,Tad,,Boone,,,,Republican Party,OK,,,,,,,,OK State Representative District 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nick Archer,Nick,,Archer,,,,Republican Party,OK,,,,,,,,OK State Representative District 55,,,nickarcher3@gmail.com,,,,https://images.squarespace-cdn.com/content/v1/60d0ab27d571dc3fb75aa181/1624296740147-7C07AT3U92FIT743U6EU/IMG_8463.jpg?format=1500w,https://www.archerforok.com/,,,,,,,,,,,(580) 799-5463,,,,,,,,,,,,,,https://www.facebook.com/thenickarcher,https://www.facebook.com/ArcherforOK,,,,,,,,,,,,,,,,,
,,,,,,,,Jeff Sawatzky,Jeff,,Sawatzky,,,,Republican Party,OK,,,,,,,,OK State Representative District 55,,,,,,,,https://votesawatzky.com/,,,,,,,,,,,(580) 515-2259,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100078885696070,,,,,,,,,,,,,,,,,
,,,,,,,,Kristen Kelley Poisson,Kristen,Kelley,Poisson,,,,Republican Party,OK,,,,,,,,OK State Representative District 57,,,,,,,http://kristenkelleyok.com/wp-content/uploads/2022/05/IMG_5569-Edit.jpg,http://kristenkelleyok.com/,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/kristen.kelley.946,,,,,,,,,,,,,,,,,,
,,,,,,,,Sherrie Conley,Sherrie,,Conley,,,,Republican Party,OK,,,,,,,,OK State Representative District 20,,,,,,,"https://www.okhouse.gov/members/Pictures/HiRes/Conley,%20Sherrie.jpg",https://www.conley4house.com/,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/repconley/,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Anthony Mackey,Anthony,,Mackey,,,,Republican Party,OK,,,,,,,,OK State Representative District 20,,,mackey4house@gmail.com,,,,https://images.squarespace-cdn.com/content/v1/622d61530bec9b72e376d75b/10097614-dad2-4e8c-907a-48cc33365cba/mackey.jpeg?format=1500w,https://www.mackey4house.com/,,,,,,,,,,,(405) 615-8853,,,,,,,,,,,,,,https://www.facebook.com/anthony.mackey.568,https://www.facebook.com/mackeyhd20,,,,,,,,,,,,,,,,,
,,,,,,,,Ryan Williams,Ryan,,Williams,,,,Republican Party,OK,,,,,,,,OK State Representative District 21,,,RyanWilliamsRep2022@gmail.com,,,,,,,,,,,,,,,,(580) 716-7300,,,,,,,,,,,,,,https://www.facebook.com/ryan.williams.1069020,https://www.facebook.com/profile.php?id=100080281066253,,,,,,,,,,,,,,,,,
,,,,,,,,Penny James,Penny,,James,,,,Republican Party,OK,,,,,,,,OK State Representative District 21,,,pjames4sr@gmail.com,,,,https://images.squarespace-cdn.com/content/v1/6238b333268a694ebfcd8eb3/ffdab4e5-2dd0-408e-bc60-3c3dc944f3fd/Penny+James-headshot.png?format=1000w,https://www.votepennyjames.com/,,,,,,,,,,,(580) 579-6651,,,,,,,,,,,,,,https://www.facebook.com/penny.james.921,https://www.facebook.com/PennyJamesforHD21,,,,,,,,,,,,,,,,,
,,,,,,,,Dustin Reid,Dustin,,Reid,,,,Republican Party,OK,,,,,,,,OK State Representative District 21,,,Info@reidforhouse.com,,,,,https://www.reidforhouse.com/,,,,,,,,,,,(580) 980-7343,,,,,,,,,,,,,,,https://www.facebook.com/DustinReidOK,,,,,,,,,,,,,,,,,
,,,,,,,,Cody Maynard,Cody,,Maynard,,,,Republican Party,OK,,,,,,,,OK State Representative District 21,,,maynard4ok@gmail.com,,,,https://codymaynard.com/wp-content/uploads/2021/07/CodyMaynard-10.jpg,https://codymaynard.com/,,,,,,,,,,,(580) 825-0450,,,,,,,, https://www.twitter.com/codymaynard15,,,,https://www.instagram.com/maynard4ok/,,,https://www.facebook.com/Maynard4OK,,,,,,,,,,,,,,,,,
,,,,,,,,Rhonda Baker,Rhonda,,Baker,,,,Republican Party,OK,,,,,,,,OK State Representative District 60,,,,,,,"https://www.okhouse.gov/members/Pictures/HiRes/Baker,%20Rhonda.jpg",,,,,,,,,,,,,,,,,,, https://www.twitter.com/reprhondabaker,,,,,,https://www.facebook.com/reprhondabaker,https://www.facebook.com/rhonda.baker.1614460,,,,,,,,,,,,,,,,,,
,,,,,,,,Wayne Hill,Wayne,,Hill,,,,Republican Party,OK,,,,,,,,OK State Representative District 66,,,waynehill2022@gmail.com,,,,,https://www.waynehill2022.com/,,,,,,,,,,,(918) 404-4909,,,,,,,,,,,,,,https://www.facebook.com/wayne.hill.1044,https://www.facebook.com/profile.php?id=100076021780266,,,,,,,,,,,,,,,,,
,,,,,,,,Logan J. Phillips,Logan,J.,Phillips,,,,Republican Party,OK,,,,,,,,OK State Representative District 24,,,Logan4house@gmail.com,,,,https://www.okhouse.gov/Members/Pictures/Logan-Phillips-175.jpg,https://logan4house.com/,,,,,,,,,,,(918) 849-1512,,,,,,, https://www.twitter.com/RepLoganP,,,,https://www.instagram.com/loganjphillips/,https://www.instagram.com/loganjphillips/,,https://www.facebook.com/logan.phillips.1272,https://www.facebook.com/logan4house,,,,,,,,,,,,,,,,,
,,,,,,,,Mike Burdge,Mike,,Burdge,,,,Republican Party,OK,,,,,,,,OK State Representative District 66,,,,,,,,,,,,,,,,,,,(918) 798-2678,,,,,,,,,,,,,,https://www.facebook.com/mike.burdge.58,https://www.facebook.com/profile.php?id=100079180263521,,,,,,,,,,,,,,,,,
,,,,,,,,Gabe Renfrow,Gabe,,Renfrow,,,,Republican Party,OK,,,,,,,,OK State Representative District 66,,,gabe_renfrow9@yahoo.com,,,,https://gaberenfrow.com/wp-content/uploads/2022/03/084-C-G-821.jpg,https://gaberenfrow.com/,,,,,,,,,,,(918) 207-9822,,,,,,,,,,,https://www.instagram.com/gaberenfrow/,,,https://www.facebook.com/gabe.renfrow,https://www.facebook.com/votegaberenfrow,,,,,,,,,,,,,,,,,
,,,,,,,,Chris Banning,Chris,,Banning,,,,Republican Party,OK,,,,,,,,OK State Representative District 24,,,info@banningforoklahoma.com,,,,https://images.squarespace-cdn.com/content/v1/61893849bcfec95f70055ce5/c682708a-05b8-4ee8-bca9-13004b9200bf/Screen+Shot+2021-11-10+at+10.56.45+AM.png?format=1000w,https://www.banningforoklahoma.com/,,,,,,,,,,,(918) 934-2550,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100077929114389,https://www.facebook.com/BanningForOklahoma/,,,,,,,,,,,,,,,,,
,,,,,,,,Clay Staires,Clay,,Staires,,,,Republican Party,OK,,,,,,,,OK State Representative District 66,,,,,,,,https://okforclay.com/,,,,,,,,,,,,,,,,,,, https://www.twitter.com/KforClay,,,https://www.instagram.com/claystaires/,https://www.instagram.com/claystaires/,,https://www.facebook.com/clay.staires.9,https://www.facebook.com/OKHouse2022,,,,,,,,,,,,,,,,,
,,,,,,,,Anthony Moore,Anthony,,Moore,,,,Republican Party,OK,,,,,,,,OK State Representative District 57,,,friendsofanthonymoore@gmail.com,,,,"https://www.okhouse.gov/members/Pictures/HiRes/Moore,%20Anthony.jpg",https://www.mooreforthehouse.com/,,,,,,,,,,,,,,,,,, https://www.twitter.com/repmoore57, https://www.twitter.com/repmoore57,,,,,https://www.facebook.com/RepMoore/,,https://www.facebook.com/MooreForTheHouse,,,,,,,,,,,,,,,,,
,,,,,,,,Bobby Schultz,Bobby,,Schultz,,,,Republican Party,OK,,,,,,,,OK State Representative District 24,,,bobbyschultz@hotmail.com,,,,,https://www.schultzforoklahoma.org/,,,,,,,,,,"P. O. Box 2916, Tulsa, OK 74101",(580) 478-2624,,,,,,,,, https://www.twitter.com/Schultz4OK,,,,,https://www.facebook.com/bobby.schultz.925,https://www.facebook.com/SchultzForRep,,,,,,,,,,,,,,,,,
,,,,,,,,Ron Lynch,Ron,,Lynch,,,,Republican Party,OK,,,,,,,,OK State Representative District 60,,,,,,,http://ronlynchforstatehouse.com/wp-content/uploads/2022/05/Watertower_Updated.jpg,http://ronlynchforstatehouse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Timothy Brooks,Timothy,,Brooks,,,,Republican Party,OK,,,,,,,,OK State Representative District 76,,,Info@votetimbrooks.com,,,,,https://votetimbrooks.com/,,,,,,,,,,,(918) 994-6494,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100080718310331,https://www.facebook.com/profile.php?id=100080718310331,,,,,,,,,,,,,,,,,
,,,,,,,,Ross Ford,Ross,,Ford,,,,Republican Party,OK,,,,,,,,OK State Representative District 76,,,Ross.ford@yahoo.com,,,,"https://www.okhouse.gov/members/Pictures/HiRes/Ford,%20Ross.jpg",https://www.fordforhouse.com/,,,,,,,,,,,(918) 381-4777,,,,,,,,,,,,,https://www.facebook.com/RossFordOK,https://www.facebook.com/ross.ford.9,https://www.facebook.com/RossFordOK,,,,,,,,,,,,,,,,,
,,,,,,,,Stan Stevens,Stan,,Stevens,,,,Republican Party,OK,,,,,,,,OK State Representative District 79,,,stanstevens4hd79@gmail.com,,,,https://images.squarespace-cdn.com/content/v1/6165a233eb109073db333b3a/687afb2d-858c-41d1-9344-b20bec0cc4fe/image_6487327-3.JPG?format=750w,https://www.stan4oklahoma.com/,,,,,,,,,,,(918) 373-6334,,,,,,,,,,,,,,https://www.facebook.com/stanstevensjgs,https://www.facebook.com/stan4oklahoma,,,,,,,,,,,,,,,,,
,,,,,,,,Rick Parris,Rick,,Parris,,,,Republican Party,OK,,,,,,,,OK State Representative District 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Chris Bryant,Chris,,Bryant,,,,Democratic Party,OK,,,,,,,,OK State Representative District 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Kyle Hilbert,Kyle,,Hilbert,,,,Republican Party,OK,,,,,,,,OK State Representative District 29,,,hilbertforthehouse@gmail.com,,,,"https://www.okhouse.gov/members/Pictures/HiRes/Hilbert,%20Kyle.jpg",https://www.kylehilbert.com/,,,,,,,,,,"P.O. Box 207 Depew, OK 74028",,,,,,,, https://www.twitter.com/kylehilbert,,,,,,https://www.facebook.com/RepKyleHilbert,https://www.facebook.com/kylehilbert,https://www.facebook.com/HilbertForTheHouse,,,,,,,,,,,,,,,,,
,,,,,,,,Logan Trainer,Logan,,Trainer,,,,Republican Party,OK,,,,,,,,OK State Representative District 31,,,logan@logantrainerok.com,,,,http://logantrainerok.com/wp-content/uploads/2022/02/Desk.jpg,http://logantrainerok.com/,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/LoganTrainerForDistrict31,,,,,,,,,,,,,,,,,
,,,,,,,,Karmin Grider,Karmin,,Grider,,,,Republican Party,OK,,,,,,,,OK State Representative District 31,,,karmin.grider@gmail.com,,,,"https://static.wixstatic.com/media/623a96_00f14d842a7f49f38063479a2caada13~mv2.png/v1/crop/x_156,y_0,w_2666,h_1141/fill/w_2666,h_1139,al_c,q_95,enc_auto/D7E08412-310A-497C-BFA5-C896B24CB946_1_2.png",https://www.karmingrider.com/,,,,,,,,,,,(405) 939-0655,,,,,,,, https://www.twitter.com/_kng12_,,,,,,https://www.facebook.com/karmin.n.grider,https://www.facebook.com/KarminGriderforStateHouse2022,,,,,,,,,,,,,,,,,
,,,,,,,,Collin Duel,Collin,,Duel,,,,Republican Party,OK,,,,,,,,OK State Representative District 31,,,,,,,,https://collinduel.com/,,https://www.duellaw.com/,,,,,,,,,(405) 593-2277,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100070096315899,https://www.facebook.com/collinduel,,,,,,,,,,,,,,,,,
,,,,,,,,Arturo Alonso,Arturo,,Alonso,,,,Democratic Party,OK,,,,,,,,OK State Representative District 89,,,arturo@votealonso.com,,,,https://i0.wp.com/www.votealonso.com/wp-content/uploads/2022/05/Arturo-Headshot-Reduced-Double-scaled.jpg?w=1708&ssl=1,https://www.votealonso.com/,,,,,,,,,,"4 NE 10th St. 215 Oklahoma City, OK 73104",,,,,,,,, https://www.twitter.com/our_churro, https://www.twitter.com/votealonso,,,,,https://www.facebook.com/arturo.alonso.792740,https://www.facebook.com/votealonso,,,,,,,,,,,,,,,,,
,,,,,,,,Wade Roberts,Wade,,Roberts,,,,Republican Party,OK,,,,,,,,OK State Representative District 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Wade-Roberts-101255245917552/,,,,,,,,,,,,,,,,,
,,,,,,,,Nana Abram Dankwa,Nana,Abram,Dankwa,,,,Democratic Party,OK,,,,,,,,OK State Representative District 90,,,info@nanaforhd90.com,,,,,https://www.nanaforhd90.com/,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/nana.dankwa.165,https://www.facebook.com/NanaDforOKC/,,,,,,,,,,,,,,,,,
,,,,,,,,Emilleo Stokes,Emilleo,,Stokes,,,,Democratic Party,OK,,,,,,,,OK State Representative District 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100017296480453,,,,,,,,,,,,,,,,,,
,,,,,,,,John George,John,,George,,,,Republican Party,OK,,,,,,,,OK State Representative District 36,,,John@votejohngeorge.com,,,,https://votejohngeorge.com/wp-content/uploads/2021/06/183-JG-621-scaled.jpg,https://votejohngeorge.com/,,,,,,,,,,,(405) 623-5594,,,,,,,, https://www.twitter.com/john_okcfop,,,,,,,https://www.facebook.com/votejohngeorge,,,,,,,,,,,,,,,,,
,,,,,,,,Charles De Furia,Charles,De,Furia,,,,Republican Party,OK,,,,,,,,OK State Representative District 36,,,defuria@airosurf.com,,,,,https://defuria4oklahoma.com/,,,,,,,,,,,(405) 206-1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Anita Raglin,Anita,,Raglin,,,,Republican Party,OK,,,,,,,,OK State Representative District 36,,,ajraglin7@gmail.com,,,,http://anitaraglin.com/wp-content/uploads/2022/05/Headshot-web-683x1024.jpg,http://anitaraglin.com/,,,,,,,,,,,(405) 391-5021,,,,,,,,,,,,,,https://www.facebook.com/RaglinforStateRep,https://www.facebook.com/voteanitaraglin36/,,,,,,,,,,,,,,,,,
,,,,,,,,Ken Luttrell,Ken,,Luttrell,,,,Republican Party,OK,,,,,,,,OK State Representative District 37,,,,,,,"https://www.okhouse.gov/members/Pictures/HiRes/Luttrell,%20Ken.jpg",,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/kenluttrellforoklahoma,https://www.facebook.com/ken.luttrell.39,https://www.facebook.com/kenluttrellforoklahoma,,,,,,,,,,,,,,,,,
,,,,,,,,"Joe Vaden, Jr.",Joe,,"Vaden,",,,Jr.,Republican Party,OK,,,,,,,,OK State Representative District 37,,,campaign@joevaden.com,,,,https://joevaden.com/images/joe.jpg,https://joevaden.com/,,,,,,,,,,"402 E. Grand Ave. #1104 Ponca City, OK 74601",(580) 749-9090,,,,,,,,, https://www.twitter.com/JoeVadenforOK,,,https://www.instagram.com/joevadenforok/,,https://www.facebook.com/jomamma75,https://www.facebook.com/JoeVadenforOK,,,,,,,,,,,,,,,,,
,,,,,,,,Matthew D. Huggans,Matthew,D.,Huggans,,,,Republican Party,OK,,,,,,,,OK State Representative District 42,,,,,,,,https://www.huggans22.com/,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100057300472975,https://www.facebook.com/profile.php?id=100076091144767,,,,,,,,,,,,,,,,,
,,,,,,,,Cindy Roe,Cindy,,Roe,,,,Republican Party,OK,,,,,,,,OK State Representative District 42,,,CindyRoeforOklahoma@gmail.com,,,,https://www.okhouse.gov/members/Pictures/HiRes/Cindy-Roe.jpg,http://cindyroeforhouse.com/,,,,,,,,,,"P.O. Box 743 Lindsay, OK 73052",(405) 756-0369,,,,,,, https://www.twitter.com/cjoroe,,,,,,https://www.facebook.com/profile.php?id=100068937348576,https://www.facebook.com/cjoroe,https://www.facebook.com/profile.php?id=100072056097079,,,,,,,,,,,,,,,,,
,,,,,,,,Kate Bierman,Kate,,Bierman,,,,Democratic Party,OK,,,,,,,,OK State Representative District 44,,,kate@biermanforhd44.com,,,,https://images.squarespace-cdn.com/content/v1/5862c1e48419c2117f616be9/1627999130804-LDV6X25CMSDLU75KIA61/KB-AnnouncementPhoto.png?format=1000w,https://biermanforhd44.com/,,,,,,,,,,,(405) 652-9444,,,,,,,,, https://www.twitter.com/BiermanForHD44,,https://www.instagram.com/biermanforhd44/,https://www.instagram.com/biermanforhd44/,,https://www.facebook.com/kathrynsbierman,https://www.facebook.com/BiermanForHD44,,,,,,,,,,,,,,,,,
,,,,,,,,Jared Deck,Jared,,Deck,,,,Democratic Party,OK,,,,,,,,OK State Representative District 44,,,info@deckfornorman.com,,,,"https://static.wixstatic.com/media/a6d22c_3bdf0f9d52294c5abe72738abec9ae85~mv2.jpg/v1/fill/w_676,h_892,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Deck-Lifestyle-_DSC5698_edited.jpg",https://www.deckfornorman.com/,,,,,,,,,,"PO Box 6575 Norman, OK 73070",(405) 561-2123,,,,,,,, https://www.twitter.com/jareddeckmusic, https://www.twitter.com/deckfornorman,,https://www.instagram.com/jareddeckmusic/,https://www.instagram.com/deckfornorman/,,https://www.facebook.com/jaredldeck,https://www.facebook.com/DeckForNorman,,,,,,,,,,,,,,,,,
,,,,,,,,Teresa Sterling,Teresa,,Sterling,,,,Republican Party,OK,,,,,,,,OK State Representative District 45,,,sterling4StateHouse45@gmail.com,,,,,,,,,,,,,,,,(405) 822-0000,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100074575194990,https://www.facebook.com/SterlingOKHD45,,,,,,,,,,,,,,,,,
,,,,,,,,Dave Spaulding,Dave,,Spaulding,,,,Republican Party,OK,,,,,,,,OK State Representative District 45,,,davespauldingforhouse@gmail.com,,,,http://davespauldingforhouse.com/wp-content/uploads/2022/02/IMG_2114-Edit.jpg,http://davespauldingforhouse.com/,,,,,,,,,,,(405) 802-7222,,,,,,,,,,,,,,,https://www.facebook.com/davespauldingforhouseofrepresentatives,,,,,,,,,,,,,,,,,
,,,,,,,,Sassan Moghadam,Sassan,,Moghadam,,,,Republican Party,OK,,,,,,,,OK State Representative District 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/sassan.moghadam,,,,,,,,,,,,,,,,,,
,,,,,,,,Nancy Sangirardi,Nancy,,Sangirardi,,,,Republican Party,OK,,,,,,,,OK State Representative District 46,,,nancyforstatehouse@yahoo.com,,,,https://images.squarespace-cdn.com/content/v1/6249f9398ad5ba41fe9d0702/72139637-f939-4703-bbcb-9e96f0ff6f2d/headshot.jpg?format=1500w,https://www.nancyforstatehouse.com/,,,,,,,,,,,(405) 657-0042,,,,,,,,,,,,,,https://www.facebook.com/nancy.fishersangirardi,https://www.facebook.com/nancyforstatehouse,,,,,,,,,,,,,,,,,
,,,,,,,,Josh West,Josh,,West,,,,Republican Party,OK,,,,,,,,OK State Representative District 5,,,joshua.west76@gmail.com,,,,https://www.okhouse.gov/members/Pictures/HiRes/Josh-West.jpg,https://www.electjoshwest.com/,,,,,,,,,,,,,,,,,, https://www.twitter.com/joshwestokhd5,,,,,,https://www.facebook.com/JWestHD5,https://www.facebook.com/josh.west.165,https://www.facebook.com/votejoshwest,,,,,,,,,,,,,,,,,
,,,,,,,,Tony Boodie Wilson,Tony,Boodie,Wilson,,,,Democratic Party,OK,,,,,,,,OK State Senator District 28,,,,,,,,https://boodiesontheballot.com/,,,,,,,,,,,(405) 240-7469,,,,,,,,,,,,,,https://www.facebook.com/tonyw27,https://www.facebook.com/BoodieSD28,,,,,,,,,,,,,,,,,
,,,,,,,,Karen Rackley,Karen,,Rackley,,,,Democratic Party,OK,,,,,,,,OK State Senator District 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/KarenRackley4SenateDistrict28,,,,,,,,,,,,,,,,,
,,,,,,,,Robert W. Trimble,Robert,W.,Trimble,,,,Republican Party,OK,,,,,,,,OK State Senator District 28,,,info@robertwtrimble2022.com,,,,https://robertwtrimble2022.com/wp-content/uploads/2022/04/AHF-4th-of-July-picture-of-Robert-002.jpg,https://robertwtrimble2022.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Jeff McCommas,Jeff,,McCommas,,,,Republican Party,OK,,,,,,,,OK State Senator District 28,,,mccommasconstruction@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/jeff.mccommas.3,https://www.facebook.com/jeffmccommasforstatesenate,,,,,,,,,,,,,,,,,
,,,,,,,,Jamey Mullin,Jamey,,Mullin,,,,Republican Party,OK,,,,,,,,OK State Senator District 28,,,,,,,,https://jameymullin.com/,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/jamey.mullin,https://www.facebook.com/MullinforOK,,,,,,,,,,,,,,,,,
,,,,,,,,Grant Green,Grant,,Green,,,,Republican Party,OK,,,,,,,,OK State Senator District 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100019351209666,https://www.facebook.com/profile.php?id=100019351209666,,,,,,,,,,,,,,,,,
,,,,,,,,Dana Prieto,Dana,,Prieto,,,,Republican Party,OK,,,,,,,,OK State Senator District 34,,,info@danaprietoforoksenate.com,,,,http://danaprietoforoksenate.com/wp-content/uploads/2022/01/Dana-Prieto-for-OK-Senate-top-of-page.png,https://danaprietoforoksenate.com/,,,,,,,,,,"P.O. Box 690141 Tulsa, OK 74169",,,,,,,,,,,,,,,,https://www.facebook.com/oksenate34,,,,,,,,,,,,,,,,,
,,,,,,,,Brad Peixotto,Brad,,Peixotto,,,,Republican Party,OK,,,,,,,,OK State Senator District 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100012408947671,https://www.facebook.com/peixottoforsenate,,,,,,,,,,,,,,,,,
,,,,,,,,Emily DeLozier,Emily,,DeLozier,,,,Republican Party,OK,,,,,,,,OK State Senator District 10,,,delozier4senate@gmail.com,,,,,,,,,,,,,,,,,,,,,,,, https://www.twitter.com/emily_delozier,,,,,,https://www.facebook.com/emily.delozier.39,https://www.facebook.com/delozier4senate,,,,,,,,,,,,,,,,,
,,,,,,,,John Haste,John,,Haste,,,,Republican Party,OK,,,,,,,,OK State Senator District 36,,,,,,,https://oksenate.gov/sites/default/files/John-Haste.jpg,https://hasteforsenate.com/,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/senjohnhaste,,https://www.facebook.com/JohnHasteStateSenate,,,,,,,,,,,,,,,,,
,,,,,,,,David Dambroso,David,,Dambroso,,,,Republican Party,OK,,,,,,,,OK State Senator District 36,,,DavidDambroso@gmail.com,,,,,https://d4ok.us/,,,,,,,,,,,(860) 385-2176,,,,,,,,,,,,,,https://www.facebook.com/david.dambroso.7,https://www.facebook.com/davedambroso,,,,,,,,,,,,,,,,,
,,,,,,,,Bill Coleman,Bill,,Coleman,,,,Republican Party,OK,,,,,,,,OK State Senator District 10,,,bill@eteamradio.com,,,,http://colemanforoklahoma.com/wp-content/uploads/2018/03/home.jpg,http://colemanforoklahoma.com/,,http://eteamradio.com/index.php,,,,,,,,,(580) 761-1155,,,,,,,,,,,,,https://www.facebook.com/SenatorBillColeman,https://www.facebook.com/bill.coleman.3597,https://www.facebook.com/billcolemansenate,,,,,,,,,,,,,,,,,
,,,,,,,,Tom Woods,Tom,,Woods,,,,Republican Party,OK,,,,,,,,OK State Senator District 4,,,,,,,http://tomwoodsok.com/wp-content/uploads/2022/05/IMG_4347-Edit-1280x850.jpg,http://tomwoodsok.com/,,,,,,,,,,,(918) 930-0409,,,,,,,,,,,,,,https://www.facebook.com/tom.woods.520125,https://www.facebook.com/profile.php?id=100078031480212,,,,,,,,,,,,,,,,,
,,,,,,,,Tom Callan,Tom,,Callan,,,,Republican Party,OK,,,,,,,,OK State Senator District 4,,,,,,,,http://tomcallan.com/,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/tom.callan.714,,,,,,,,,,,,,,,,,,
,,,,,,,,Keith A. Barenberg,Keith,A.,Barenberg,,,,Republican Party,OK,,,,,,,,OK State Senator District 4,,,kbarenbe@gmail.com,,,,,https://www.barenbergforsenate.com/,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/keithandsusan.barenberg,https://www.facebook.com/KeithBarenberg4StateSenate,,,,,,,,,,,,,,,,,
,,,,,,,,Todd Gollihare,Todd,,Gollihare,,,,Republican Party,OK,,,,,,,,OK State Senator District 12,,,Todd.Gollihare@gmail.com,,,,,https://gollihare.com/,,,,,,,,,,,(918) 798-4964,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100080470474343,,,,,,,,,,,,,,,,,
,,,,,,,,Rob Ford,Rob,,Ford,,,,Republican Party,OK,,,,,,,,OK State Senator District 12,,,robford@creekcountygop.com,,,,,,,,,,,,,,,,(918) 205-2445,,,,,,,,, https://www.twitter.com/ford4ok,,,,,https://www.facebook.com/rob.ford.7587,https://www.facebook.com/ford4ok/,,,,,,,,,,,,,,,,,
,,,,,,,,Hoguen Apperson,Hoguen,,Apperson,,,,Republican Party,OK,,,,,,,,OK State Senator District 4,,,hoguenapperson@yahoo.com,,,,"https://static.wixstatic.com/media/8e917f_154fb05fd4ec4e318ca30efa161af110~mv2.png/v1/fill/w_510,h_603,al_c,lg_1,q_85,enc_auto/Hoguen-need-to-crop-down-pic-to-top-bottom-of-jacket.png",https://www.appersonforok.com/,,,,,,,,,,,(918) 314-2158,,,,,,,, https://www.twitter.com/hoguen_apperson,,,https://www.instagram.com/hoguenapperson/,,,https://www.facebook.com/hoguen.apperson,https://www.facebook.com/Apperson2022,,,,,,,,,,,,,,,,,
,,,,,,,,Nadine Smith,Nadine,,Smith,,,,Republican Party,OK,,,,,,,,OK State Senator District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Jack Stewart,Jack,,Stewart,,,,Republican Party,OK,,,,,,,,OK State Senator District 18,,,,,,,"https://static.wixstatic.com/media/8e917f_d0e8c513a30e472caf19d11b4880ae30~mv2.jpg/v1/crop/x_0,y_6,w_600,h_370/fill/w_532,h_318,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/Jack-Office-Pic-Final.jpg",https://www.stewartforoksenate.com/,,,,,,,,,,,(405) 833-5373,,,,,,,,,,,,,,https://www.facebook.com/jack.stewart.315213,https://www.facebook.com/JackStewartForOKStateSenate,,,,,,,,,,,,,,,,,
,,,,,,,,Mariam Daly,Mariam,,Daly,,,,Republican Party,OK,,,,,,,,OK State Senator District 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
