govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,title,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,youtube_official,youtube_personal,youtube_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID
,,,,,ocd-division/country:us/state:ks/sldl:17,,,Emily Carpenter,Emily,,Carpenter,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 17,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/emily.b.carpenter.5,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:17,ocd-person/f66696d0-6a3c-4b91-9f41-ed016e74d4ef,,Jo Ella Hoye,Jo,Ella,Hoye,,,,,Democratic Party,KS,Incumbent,State House District 17,,,,,,KS State Representative District 17,JoElla.Hoye@house.ks.gov,,joellaforkansas@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_hoye_jo_ella_1.jpg,https://joellaforkansas.com/,,,,,,,,,,"P.O. Box 14534 Lenexa, KS 66285",(816) 248-2601,,,,,,,https://www.twitter.com/joellahoye,,https://www.twitter.com/joellahoye,,,,,https://www.instagram.com/joellahoye/,,https://www.facebook.com/joellaforkansas,https://www.facebook.com/jo.hoye,https://www.facebook.com/joellaforkansas,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jo_Ella_Hoye,,,,
,,,,,ocd-division/country:us/state:ks/sldl:117,,,Bob Parsons,Bob,,Parsons,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 117,n/a,,bob@parsonsforkansas.com,,,,"https://img1.wsimg.com/isteam/ip/0335a940-8e47-499c-8bb9-7e70a344b938/blob.png/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=w:2560,h:1709,cg:true",https://parsonsforkansas.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,(913) 585-4515,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,,https://www.facebook.com/ParsonsForKansas/,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:117,,,Adam Turk,Adam,,Turk,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 117,n/a,,adamturkforkansas@outlook.com,,,,,http://www.adamturkforkansas.com/index.html,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,,https://www.facebook.com/adamturkforkansas,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:117,,,Courtney Tripp,Courtney,,Tripp,,,,,Democratic Party,KS,Challenger,,,,,,,KS State Representative District 117,n/a,,courtney4kansas@gmail.com,,,,https://courtney4kansas.com/wp-content/uploads/2022/06/about-volunteering-opt1-edited.jpg,https://courtney4kansas.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 612 De Soto, KS 66018",(913) 585-5161,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/Courtney4Kansas,n/a,,,n/a,https://www.instagram.com/courtney_atripp/,,n/a,https://www.facebook.com/courtneyallissontripp,https://www.facebook.com/Courtney4Kansas/,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:118,ocd-person/7252d7aa-a266-408d-aa89-1d1c274d195b,,Tatum Lee,Tatum,,Lee,,,,,Republican Party,KS,Challenger,State House District 117,,,,,,KS State Representative District 118,n/a,,TatumForKansas@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_leehahn_tatum_1.jpg,https://tatumforkansas.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 382 Ness City, KS 67560",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/tatum.lee.98,https://www.facebook.com/TatumForKansas,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tatum_Lee-Hahn,,,,
,,,,,ocd-division/country:us/state:ks/sldl:118,ocd-person/ca29b8ff-9845-40ba-a196-458cef943041,,Jim Minnix,Jim,,Minnix,,,,,Republican Party,KS,Incumbent,State House District 118,,,,,,KS State Representative District 118,jim.minnix@house.ks.gov,,jimminnix@icloud.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_minnix_jim_1.jpg,https://www.jimminnix.com/,,,,,,,,,,,(620) 874-4498,,,,,,,,,,,,,,,,https://www.facebook.com/MinnixforKansasHouse/,https://www.facebook.com/jim.minnix.1,https://www.facebook.com/MinnixforKansasHouse/,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jim_Minnix,,,,
,,,,,ocd-division/country:us/state:ks/sldl:119,,,Jason W. Goetz,Jason,W.,Goetz,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 119,n/a,,jasonforks119th@gmail.com,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,(620) 390-9964,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/jasongoetz11,https://www.facebook.com/JasonGoetzforKansas,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:18,,,Cathy Gordon,Cathy,,Gordon,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 18,n/a,,cathyforkansas@gmail.com,,,,https://secureservercdn.net/45.40.148.147/nmr.1d5.myftpupload.com/wp-content/uploads/2022/02/Cathy2020-12.jpg,http://cathyforksstaterep.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/cathydistrict18,n/a,,,n/a,,https://www.instagram.com/cathyforksstaterep/,n/a,https://www.facebook.com/babyjayhawk,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:18,ocd-person/eafd24b5-d096-4fa0-92c4-3b4ced58c40f,,Cindy Neighbor,Cindy,,Neighbor,,,,,Democratic Party,KS,Incumbent,State House District 18,,,,,,KS State Representative District 18,Cindy.Neighbor@house.ks.gov,,Cindy@CindyNeighbor.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_neighbor_cindy_1.jpg,https://www.cindyneighbor.com/,,,,,,,,,,,,,,,,,,https://www.twitter.com/cindy_neighbor,,https://www.twitter.com/cindy_neighbor,,,,,,,https://www.facebook.com/CindyNeighborForKS/,https://www.facebook.com/cindy.neighbor,https://www.facebook.com/CindyNeighborForKS/,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cindy_Neighbor,,,,
,,,,,ocd-division/country:us/state:ks/sldl:19,,,Nicholas Reddell,Nicholas,,Reddell,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 19,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.twitter.com/nickreddell,,n/a,,,n/a,https://www.instagram.com/nickreddell/,,n/a,https://www.facebook.com/nreddell,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:19,,,Mark Tallent,Mark,,Tallent,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 19,n/a,,,,,,"https://static.wixstatic.com/media/d610bf_b3f1a52302554a198256628ba8350cad~mv2.jpg/v1/fill/w_540,h_720,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Full%20body%20shot.jpg",,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,https://www.instagram.com/marktthelll/,,n/a,,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:19,ocd-person/6c410bc7-76fd-4488-aca4-5158a5a55d70,,Stephanie Sawyer Clayton,Stephanie,Sawyer,Clayton,,,,,Democratic Party,KS,Incumbent,State House District 19,,,,,,KS State Representative District 19,stephanie.clayton@house.ks.gov,,,,,,http://www.kslegislature.org/li/m/images/pics/rep_clayton_stephanie_1.jpg,https://www.clayton4ks.com/,,,,,,,,,,,,,,,,,,https://www.twitter.com/sscjocoks,,https://www.twitter.com/sscjocoks,,,,,,,https://www.facebook.com/clayton4kansas,https://www.facebook.com/stephanie.s.clayton.1,https://www.facebook.com/clayton4kansas,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Stephanie_Clayton,,,,
,,,,,ocd-division/country:us/state:ks/sldl:119,ocd-person/8176ce66-2967-4095-9314-21c266fe3e6f,,Bradley Ralph,Bradley,,Ralph,,,,,Republican Party,KS,Incumbent,State House District 119,,,,,,KS State Representative District 119,Brad.Ralph@house.ks.gov,,,,,,http://kslegislature.org/li/m/images/pics/rep_ralph_bradley_1.jpg,,,,,,,,,,,,,,,,,,,https://www.twitter.com/bradralphks,,,,,,,,,,https://www.facebook.com/profile.php?id=100012622127361,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bradley_Ralph,,,,
,,,,,ocd-division/country:us/state:ks/sldl:12,ocd-person/050b34c6-14a3-4998-a67a-13c02217a666,,Doug Blex,Doug,,Blex,,,,,Republican Party,KS,Incumbent,State House District 12,,,,,,KS State Representative District 12,Doug.Blex@house.ks.gov,,,,,,http://www.kslegislature.org/li/m/images/pics/rep_blex_doug_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/KansasforBlex,https://www.facebook.com/doug.blex,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Doug_Blex,,,,
,,,,,ocd-division/country:us/state:ks/sldl:120,ocd-person/c1802270-0126-4be5-b7e7-1a9a472f5fd7,,Adam Smith,Adam,,Smith,,,,,Republican Party,KS,Incumbent,State House District 120,,,,,,KS State Representative District 120,Adam.Smith@house.ks.gov,,Adam@SmithForKansas.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_smith_adam_1.jpg,https://smithforkansas.com/,,,,,,,,,,,(785) 821-2568,,,,,,,https://www.twitter.com/SmithForKansas,,https://www.twitter.com/SmithForKansas,,,,,,,https://www.facebook.com/smithforkansas,https://www.facebook.com/hotrodwildcat,https://www.facebook.com/smithforkansas,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Adam_Smith_(Kansas_politician),,,,
,,,,,ocd-division/country:us/state:ks/sldl:2,ocd-person/9d1f2540-8f56-49c1-be08-2ee7b7faed8e,,"Kenneth ""Ken"" Collins",Kenneth,,Collins,"""Ken""",,,,Republican Party,KS,Incumbent,State House District 2,,,,,,KS State Representative District 2,Ken.Collins@house.ks.gov,,unclekenny63@yahoo.com,,,,http://www.kslegislature.org/li_2020/m/images/pics/rep_collins_kenneth_1.jpg,https://www.kenforkansas.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/kansasdistrict2/,https://www.facebook.com/ken.collins.1238,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ken_Collins_(Kansas_politician),,,,
,,,,,ocd-division/country:us/state:ks/sldl:20,,,Carrie Rahfaldt,Carrie,,Rahfaldt,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 20,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:121,ocd-person/df7cab28-f697-448a-9d60-64163b67843d,,John Resman,John,,Resman,,,,,Republican Party,KS,Incumbent,State House District 121,,,,,,KS State Representative District 121,john.resman@house.ks.gov,,,,,,http://www.kslegislature.org/li/m/images/pics/rep_resman_john_1.jpg,https://www.johnresman.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/rep.johnresman,https://www.facebook.com/profile.php?id=100016006600424,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/John_Resman,,,,
,,,,,ocd-division/country:us/state:ks/school_board_district:9,,,Luke Aichele,Luke,,Aichele,,,,,Republican Party,KS,Challenger,,,,,,,KS State Board of Education Member District 9,n/a,,,,,,,,n/a,https://www.maplestreetbarbershop.com/,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/luke.aichele,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:21,ocd-person/4a358caf-0fad-4d45-8fa7-3c5ef062a544,,Jerry Stogsdill,Jerry,,Stogsdill,,,,,Democratic Party,KS,Incumbent,State House District 21,,,,,,KS State Representative District 21,Jerry.Stogsdill@house.ks.gov,,jws4414@aol.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_stogsdill_jerry_1.jpg,https://www.jerryforkansas.com/,,,,,,,,,,,(913) 579-9208,,,,,,,,,,,,,,,,https://www.facebook.com/JerryForKansas,https://www.facebook.com/JWStogsdill,https://www.facebook.com/JerryForKansas,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jerry_Stogsdill,,,,
,,,,,ocd-division/country:us/state:ks/sldl:22,,,"Robert ""Chris"" Colburn",Robert,,Colburn,"""Chris""",,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 22,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:22,ocd-person/4a16a87e-2567-4361-9874-aaee47278840,,Lindsay Vaughn,Lindsay,,Vaughn,,,,,Democratic Party,KS,Incumbent,State House District 22,,,,,,KS State Representative District 22,lindsay.vaughn@house.ks.gov,,info@lindsayforkansashouse.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_vaughn_lindsay_1.jpg,https://www.lindsayforkansashouse.com/,,,,,,,,,,"PO Box 4272 Overland Park, KS 66204",,,,,,,,https://www.twitter.com/Lindsay4KS22,,https://www.twitter.com/Lindsay4KS22,,,,,,,https://www.facebook.com/LindsayforKansasHouse,,https://www.facebook.com/LindsayforKansasHouse,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lindsay_Vaughn,,,,
,,,,,ocd-division/country:us/state:ks/sldl:20,ocd-person/46d9caea-ab2c-4a6e-a08c-ebc927403dc8,,Mari-Lynn Poskin,Mari-Lynn,,Poskin,,,,,Democratic Party,KS,Incumbent,State House District 20,,,,,,KS State Representative District 20,Mari-Lynn.Poskin@house.ks.gov,,MP@Poskin4KS.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_poskin_mari_lynn_1.jpg,https://www.poskin4ks.com/,,,,,,,,,,,(913) 735-0064,,,,,,,https://www.twitter.com/poskin4ks,,https://www.twitter.com/poskin4ks,,,,https://www.instagram.com/poskin4ks/,,https://www.instagram.com/poskin4ks/,https://www.facebook.com/Poskin4KS,https://www.facebook.com/marilynn.poskin,https://www.facebook.com/Poskin4KS,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Mari-Lynn_Poskin,,,,
,,,,,ocd-division/country:us/state:ks/sldl:31,ocd-person/6a7f0eed-6a34-4bd2-842c-2978ca9c6008,,Louis E. Ruiz,Louis,E.,Ruiz,,,,,Democratic Party,KS,Incumbent,State House District 31,,,,,,KS State Representative District 31,louis.ruiz@house.ks.gov,,,,,,http://www.kslegislature.org/li/m/images/pics/rep_ruiz_louis_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/louis.ruiz.104,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:32,ocd-person/57e6524f-40c5-4708-89ad-c80570bf31b1,,Pam Curtis,Pam,,Curtis,,,,,Democratic Party,KS,Incumbent,State House District 32,,,,,,KS State Representative District 32,pam.curtis@house.ks.gov,,pcurtiskck@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_curtis_pam_1.jpg,https://www.curtisforkck.com/,,,,,,,,,,,(785) 296-7430,,,,,,,https://www.twitter.com/pcurtiskck,,https://www.twitter.com/pcurtiskck,,,,https://www.instagram.com/pcurtiskck/,,https://www.instagram.com/pcurtiskck/,https://www.facebook.com/PamCurtisKCK,https://www.facebook.com/pam.h.curtis,https://www.facebook.com/PamCurtisKCK,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pam_Curtis,,,,
,,,,,ocd-division/country:us/state:ks/sldl:33,ocd-person/97943c08-7d1f-400e-b71d-7a20e939b1d9,,Mike Thompson,Mike,,Thompson,,,,,Republican Party,KS,Challenger,State Senate District 10,,,,,,KS State Representative District 33,n/a,,ThompsonforKansasHouse@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/sen_thompson_mike_1.jpg,https://thompsonforkansashouse.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,(913) 547-2983,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,,https://www.facebook.com/thompsonforkansashouse,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:33,,,Clifton Boje,Clifton,,Boje,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 33,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/clifton.boje,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:23,ocd-person/c06bc779-d072-495b-95f8-e5f4e67bdd4c,,Susan Ruiz,Susan,,Ruiz,,,,,Democratic Party,KS,Incumbent,State House District 23,,,,,,KS State Representative District 23,Susan.Ruiz@house.ks.gov,,susanruizforkansas@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_ruiz_susan_1.jpg,https://susanruizks.com/,,,,,,,,,,,(913) 283-4838,,,,,,,https://www.twitter.com/susanruiz_ks23,,https://www.twitter.com/susanruiz_ks23,,,https://www.youtube.com/channel/UC90wT4YcBHwDHwPkwWWmyQw,,,,,,https://www.facebook.com/susanruizforkansas,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Susan_Ruiz,,,,
,,,,,ocd-division/country:us/state:ks/sldl:24,ocd-person/65fa3818-4803-4821-8533-51a7802694ec,,Jarrod Ousley,Jarrod,,Ousley,,,,,Democratic Party,KS,Incumbent,State House District 24,,,,,,KS State Representative District 24,jarrod.ousley@house.ks.gov,,,,,,http://www.kslegislature.org/li/m/images/pics/rep_ousley_jarrod_1.jpg,https://jarrodousley.com/,,,,,,,,,,,(913) 238-6258,,,,,,,,,,,,,,,,https://www.facebook.com/JarrodOusleyforthe24th,https://www.facebook.com/profile.php?id=100008393658104,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jarrod_Ousley,,,,
,,,,,ocd-division/country:us/state:ks/sldl:25,ocd-person/c4495c7d-3d3a-4651-9c8b-e3c975c0b84c,,Rui Xu,Rui,,Xu,,,,,Democratic Party,KS,Incumbent,State House District 25,,,,,,KS State Representative District 25,Rui.Xu@house.ks.gov,,ruixuks@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_xu_rui_1.jpg,https://www.ruixuforkansas.com/,,,,,,,,,,,(913) 535-8691,,,,,,,https://www.twitter.com/ruixuks,,https://www.twitter.com/ruixuks,,,,,,,https://www.facebook.com/ruixuKS/,https://www.facebook.com/rui.xu89,https://www.facebook.com/ruixuKS/,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rui_Xu,,,,
,,,,,ocd-division/country:us/state:ks/sldl:26,ocd-person/2c46aedb-f7a4-4f9a-bade-5ae192acc2a3,,Adam T. Thomas,Adam,T.,Thomas,,,,,Republican Party,KS,Incumbent,State House District 26,,,,,,KS State Representative District 26,Adam.Thomas@house.ks.gov,,adamt.thomas@yahoo.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_thomas_adam_1.jpg,http://www.adamthomasforkansas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/adamthomasforkansas/,https://www.facebook.com/theadamthomasprofile,https://www.facebook.com/adamthomasforkansas/,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:33,,,Taylor R. Dean,Taylor,R.,Dean,,,,,Democratic Party,KS,Challenger,,,,,,,KS State Representative District 33,n/a,,info@taylordeanforkansas.com,,,,"https://static.wixstatic.com/media/fdb358_9cd45d3d8211409f8633b0399e7eafdf~mv2.jpg/v1/crop/x_8,y_0,w_1485,h_500/fill/w_1485,h_496,al_c,q_85,enc_auto/1500x500_jfif.jpg",https://www.taylordeanforkansas.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,(561) 267-0224,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/Taylor4Kansas,n/a,,,n/a,,,n/a,https://www.facebook.com/CountryBoi2012,https://www.facebook.com/taylor4kansas,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:33,,,Mathew Reinhold,Mathew,,Reinhold,,,,,Democratic Party,KS,Challenger,,,,,,,KS State Representative District 33,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,,https://www.facebook.com/profile.php?id=100081556236643,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:33,,,Bill Hutton,Bill,,Hutton,,,,,Democratic Party,KS,Challenger,,,,,,,KS State Representative District 33,n/a,,huttonforkansas@gmail.com,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/bill.hutton.585,https://www.facebook.com/BillHutton33rd,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:26,,,Cheron Tiffany,Cheron,,Tiffany,,,,,Democratic Party,KS,Challenger,,,,,,,KS State Representative District 26,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/cheron.tiffany,https://www.facebook.com/CheronForHouse/,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:27,ocd-person/a65df523-1cb7-4ee3-ac85-1eec82b3fe2c,,"Sean Edward Tarwater, Sr.",Sean,Edward,Tarwater,,,Sr.,,Republican Party,KS,Incumbent,State House District 27,,,,,,KS State Representative District 27,Sean.Tarwater@house.ks.gov,,seantarwater@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_tarwater_sean_1.jpg,https://teamtarwater.com/,,,,,,,,,,,(816) 729-7827,,,,,,,,https://www.twitter.com/seantarwatersr,https://www.twitter.com/TeamTarwater,,,,,,,,https://www.facebook.com/seantarwater,https://www.facebook.com/TeamTarwater,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Sean_Tarwater,,,,
,,,,,ocd-division/country:us/state:ks/sldl:27,,,Christi Pribula,Christi,,Pribula,,,,,Democratic Party,KS,Challenger,,,,,,,KS State Representative District 27,n/a,,christi4ks@gmail.com,,,,,https://christi4kansas.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,(913) 735-5230,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,https://www.instagram.com/christipribula/,https://www.instagram.com/christi4kansas/,n/a,https://www.facebook.com/christipribula,https://www.facebook.com/christi4kansas,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:34,,,Pepe Cabrera,Pepe,,Cabrera,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 34,n/a,,Pepe@VoteForPepe.com,,,,"https://img1.wsimg.com/isteam/ip/7db16e04-a17e-4e33-9683-b764b8160eb7/2B39A448-3B82-4783-8151-38FD135C2863.jpeg/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=w:984,h:1051",https://voteforpepe.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.twitter.com/cubanpep,https://www.twitter.com/cubanpep,n/a,,https://www.youtube.com/channel/UCWt01cqQ9hZeKIhS9njRA7Q,n/a,,,n/a,https://www.facebook.com/cubanpep,https://www.facebook.com/cubanpep,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:34,ocd-person/8d608ede-12f3-4ec4-8206-2c3dde0db6b7,,Valdenia C. Winn,Valdenia,C.,Winn,,,,,Democratic Party,KS,Incumbent,State House District 34,,,,,,KS State Representative District 34,valdenia.winn@house.ks.gov,,,,,,http://www.kslegislature.org/li/m/images/pics/rep_winn_valdenia_1.jpg,,,,,,,,,,,,,,,,,,,,https://www.twitter.com/VCWKC34,,,,,,,,,https://www.facebook.com/valdenia.winn.3,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Valdenia_Winn,,,,
,,,,,ocd-division/country:us/state:ks/sldl:35,,,Sam Stillwell,Sam,,Stillwell,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 35,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/sam.stillwell.9,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:28,ocd-person/71b474cb-1732-41fc-b525-4d53911cbbbe,,Carl Turner,Carl,,Turner,,,,,Republican Party,KS,Incumbent,State House District 28,,,,,,KS State Representative District 28,carl.turner@house.ks.gov,,carlturnerforkansas@gmail.com,,,,http://www.kslegislature.org/li/m/images/pics/rep_turner_carl_1.jpg,http://www.carlturnerforkansas.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/carlturnerforkansas,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Carl_Turner_(politician,,,,
,,,,,ocd-division/country:us/state:ks/sldl:28,,,Ace Allen,Ace,,Allen,,,,,Democratic Party,KS,Challenger,,,,,,,KS State Representative District 28,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,,,,,,,,,,,,,,,,,,,
,,,,,ocd-division/country:us/state:ks/sldl:35,,,John H. Koerner,John,H.,Koerner,,,,,Republican Party,KS,Challenger,,,,,,,KS State Representative District 35,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,n/a,https://www.facebook.com/john.koerner.14,,,,,,,,,,,,,,,,,,
